"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.0103856851351316,-0.16087264870124,0.0364565727405188,0.452663884788133,-0.0361874853317214,0.369438274239285,-0.00394465420712023,-0.127762266156651,-0.00322961582036882,0.0476121105541427
-0.414136221090989,-0.308063256286095,0.0398885847801431,0.490912925786392,-0.000276281950735507,0.371068079871368,0.00062799480735752,-0.0918290388717232,-0.00483162482003051,0.0427946207194281
0.788467077718998,-0.171365266826898,0.01534922798342,0.51744615121297,0.0182799241234569,0.415629723201852,0.00268708999821919,-0.118545945739373,0.000423798250662914,0.0616515223590696
0.170846766519877,-0.235278073630261,-0.0495141379291732,0.527984176290707,-0.0350195799594268,0.38230472644275,-0.0417573746652581,-0.0999202068169795,-0.0221266337004096,0.0605325728359968
-0.261659986440365,-0.336761541413697,-0.0783000315385359,0.53564086510586,-0.0293485657454398,0.388362436381956,-0.00204971151895742,-0.108117744428408,-0.00268563632453343,0.0515230800665373
0.292470353176061,-0.0778649047119529,0.0560996688082696,0.50207339139779,-0.00353160495779287,0.37657918881805,0.0034821712378398,-0.105012381426612,0.0140968776644547,0.0494286793014117
-0.558917776002849,-0.2773116741163,-0.0145810173720275,0.520908718648364,0.0320504861344852,0.403296411073383,-0.0221325517707928,-0.124419353862734,0.00947048828445142,0.0546186930173049
0.0331440986357699,-0.176001360684781,-0.00343921663446842,0.501876867691708,-0.010853956141944,0.394493307297443,0.0125003068133496,-0.108419882650134,0.00509637818017401,0.0294248229684377
-0.227546654137168,-0.0789278436460525,0.0535025464631688,0.48092798131977,-0.025642245291296,0.4222976592744,0.00722951615969639,-0.120380006856174,-0.0110972820578096,0.0507072175623752
-0.744919626794068,-0.297734527743227,0.0400933983854147,0.519000182019193,0.0222343423219281,0.381220167766757,-0.0193485441564818,-0.0685924024626917,-0.0160671864258749,0.0715566458497754
-0.00280705556588761,-0.43071035820997,0.00599933594849681,0.558126616269499,0.00887224021586582,0.381528310959075,0.0104331529655141,-0.115579521751901,-0.00498910974402587,0.069088621344518
0.00760230021433233,-0.232353816508218,0.0119379334260231,0.477559134303092,-0.0553161960285653,0.37115292140927,-0.0116064927512257,-0.0995125288977035,0.000566218177035722,0.0296965927416203
-0.457084939445496,-0.175111118212732,-0.0024000390685078,0.493291564514548,-0.030239994872408,0.394935155947687,0.0052745120346054,-0.0917908568246636,0.0019060252801479,0.0621029008222132
0.232266919001208,-0.261748639923639,0.082747162730006,0.461237040537735,-0.0102856053914753,0.414794679877694,-0.00880773644030351,-0.119788670837984,0.0168474334563307,0.0743099841708813
-0.347663573499673,-0.13312917083893,-0.0130073199478509,0.57161021033812,0.0150865298103787,0.401655061791748,0.0271821352160978,-0.121139697385748,0.0266894265843681,0.0591893336776466
0.173706589631191,-0.14670682870304,-0.0130756062355588,0.557867016620737,0.0133800205473332,0.413082261734564,-0.0233329593386662,-0.105933122537847,-0.00322852449346151,0.0457596339611361
0.177550254652726,-0.111166414523304,-0.0225436932759668,0.536178489333772,0.0407803091857845,0.399837636962096,-0.0153590770129683,-0.103525784421299,0.00605323453217041,0.0500165882312735
-0.153912533339286,-0.211206948872113,0.00202855830174551,0.522037905121125,0.0318333926454892,0.39501059484285,0.0228347927761339,-0.128711397429037,0.0013302034914454,0.0538946210037648
0.413676028032569,-0.127357091285905,-0.015964595645896,0.507585704687416,0.0138502615668453,0.358142462114408,-0.0239177198421514,-0.107827641363964,-0.0194700897202491,0.0699405152044347
0.0570685717395683,-0.136257546011538,-0.00693374299640788,0.481763281300232,0.0140676668839049,0.386937393428075,-0.0450430253429685,-0.0995625168095385,0.0158929773664631,0.0512597596248652
-0.756261727299682,-0.282889322767195,-0.0530163857726961,0.530341537391991,0.0058460113879272,0.383986628676787,0.00878290706098089,-0.1222405625483,0.00364396733830126,0.0570673490790232
0.477828032613118,-0.198552584335227,0.0619505736621254,0.540565178938156,-0.0312358297599827,0.422279883924118,-0.0156207414498798,-0.121481532791694,-0.0209642915299548,0.0565571300849367
-0.331040943817633,-0.261629278294082,0.0685265596233464,0.57329953730829,0.00780831387082109,0.425171321778161,-0.00575919462344271,-0.107134636292503,-0.0243503825142973,0.0393087068074236
-0.31191856072703,-0.287819447802205,-0.0940054522034624,0.526255680840641,-0.00204183213159406,0.371257481853678,-0.0157131526002048,-0.0985905597991711,0.00243210185284649,0.0575967773022017
0.840110273193062,-0.187007907555139,0.0463247871663308,0.60267263263885,-0.0225934515182808,0.395940984769115,0.031169495434027,-0.0949271882811376,-0.0104951599155955,0.0603035432909235
0.0668487914262637,-0.445919204722606,0.096272771413283,0.570622588168821,0.0304286979338077,0.386208746925147,-0.000373114384635041,-0.122565234141517,-0.00770195347522884,0.0526310191073099
-0.276190403116435,-0.031559198286822,0.0247204433044666,0.531177316645768,-0.0233248636016477,0.349306268655625,0.0220032415809831,-0.100248431962309,-0.0191461168993599,0.0571084650990174
-0.704476561141109,-0.256708243181244,0.0283035060039626,0.506796559637026,-0.0629111420879537,0.361663079064651,0.00174737174235662,-0.0886245687826481,-0.0019031575321038,0.062624219232355
0.0476617409218928,-0.164537560442348,-0.0378281657109403,0.526113416394738,0.0221360627581769,0.403805163858907,0.00216454509460073,-0.103189019336029,-0.00483994731601222,0.0517771449175229
0.0774127816941096,-0.345241025107647,0.030985740507425,0.551973965926339,0.062086188314111,0.396076190598545,-0.0268418181053664,-0.119340907129041,0.0120036510697092,0.0634829656241371
-0.809484164003751,-0.329775621464292,-0.0148999135505324,0.550380736980794,-0.0146413233601865,0.372710224137935,-0.0299645069179254,-0.109811352598571,-0.00151245262689282,0.0487369518160426
-0.143093194977411,-0.238936695622435,-0.155385236554567,0.551258276786232,0.0348617919483393,0.425402093804265,-0.0278615558840638,-0.111495093498288,0.0140220066124993,0.0523516014484478
0.0281646027422528,-0.313601588618162,-0.0381671445622776,0.521012805897434,0.0511639877585807,0.414215252211533,0.0206231694737274,-0.0969300643402525,-0.0139710602851689,0.0596461518723942
-0.334948032578113,-0.19427099204196,0.0107809555997554,0.485949703554245,0.0167938955053253,0.390247708341899,-0.010260292480002,-0.0865276392332515,-0.0257662394143445,0.0441811557965382
-0.252138065771917,-0.174484752995546,0.0124060026835307,0.549125395363235,0.0144310575689836,0.409309953125304,0.000992881578031983,-0.114374058639086,-0.000375652014315355,0.0351148052866346
0.0732296259107156,-0.348981435622829,0.0397002574929951,0.492695613371611,-0.00692622554126133,0.388264878521407,-0.0129866489275889,-0.131274827074714,-6.39083021649248e-05,0.0664842409653669
-0.516881297421666,-0.263963890336517,-0.0111950274134021,0.60277271971814,0.00224080995414047,0.384123477612492,-0.00113996417427357,-0.10921035376665,-0.0329285839330476,0.049464173264401
-0.492143803495314,-0.151440858455099,0.0612683533995466,0.44205571651574,-0.0054223107828561,0.411887506031231,0.0133128198030549,-0.0928924064732118,0.0142333557158744,0.0548303608203027
0.00367626349300041,-0.248570926465783,-0.0354038538421051,0.478359568829988,-0.0118831620881616,0.398438116950483,-0.0263680652243204,-0.0988125518010268,0.0153721685129788,0.0444333262237681
0.67372584359383,-0.105413344939963,0.0311161516965502,0.557584875577825,0.0236319179176931,0.404203461878763,0.00721228155229673,-0.102120849334152,0.00543181447325454,0.0720006900132596
-0.650395409759633,-0.137484361604371,0.00347075698886361,0.508014698522824,-0.00374108970497959,0.384306480947019,-0.00584885763968769,-0.0940709249793398,-0.00335854663375409,0.0458340649660972
0.0590811711452459,-0.171866407593502,0.00191103663757096,0.504414931930309,-0.0143190745036058,0.404305332339719,0.000199938879296322,-0.0925441296111404,-0.0138723810447221,0.055478696648271
0.410223551531582,-0.185137587227393,0.0130100032092432,0.482266530648245,0.0323395943737377,0.377334352852369,9.90348178913618e-05,-0.117363127670047,0.0220575619666804,0.0593895689843045
0.265213217667337,-0.171354290024442,-0.0540269063435073,0.502573428806994,-0.0250843564984165,0.380563698155562,-0.00279007909770679,-0.109204814404951,-0.0139358739720915,0.0652762646023282
-0.0745500820479306,-0.236578633208753,-0.0246917029076794,0.561599540052429,-0.0121873913565558,0.382032673990148,0.0269332193228769,-0.126093382728664,0.00621680398905815,0.0493642343642129
0.107549167499319,-0.153416511571787,0.0557639413276827,0.499322749829354,0.00492772000778957,0.438116517113949,-0.00082199379575937,-0.113447185850605,-0.00161920560087164,0.0588388080961936
0.333278362276568,-0.232960806297799,-0.0431549365122882,0.529596894252569,-0.0477940802866037,0.418629296984478,-0.0298145040013777,-0.105826973393069,-0.0171724060346601,0.0558420492181743
-0.0237398220412133,-0.297063669527744,0.0275428023299695,0.528386225429169,0.0187618477595776,0.405427691629575,-0.0031989032127348,-0.10184638059719,-0.00394216931171692,0.0516543772049449
0.261192399983493,-0.287867277912867,0.0299692828233272,0.553878952545938,0.00920385662523529,0.401262803479212,-0.0106392127541534,-0.102871027350216,0.0111961260635596,0.0502275350256463
-0.445295360259781,-0.318615058283177,0.0289987834551282,0.538545578972974,-0.0148795182791706,0.360447346233357,0.018874897441711,-0.0963987125622104,0.00792783216568782,0.048497956121406
0.332368683398516,-0.165542041902917,-0.0147355471102072,0.470145270582112,-0.019152825973736,0.3993706278611,-0.0183468592785501,-0.110295146491869,0.0363075463193911,0.0429557522963368
-0.105902363927338,-0.16809348255604,-0.000516854501273621,0.473865121466532,-0.0168777157463062,0.374574540286904,-0.00172533697372335,-0.0929228493502461,-0.0147758441580177,0.0642447485971265
-0.493909902591044,-0.237198261357327,-0.0821639179712053,0.49389969620355,0.0430344615372874,0.392538539445659,0.00774510204022987,-0.116370014061253,-0.00132377794772542,0.0660348631869209
-0.0931655099884652,-0.177161036783899,0.000461687301554782,0.502232163985006,-0.0253956040842706,0.380970632697227,-0.0440845022407012,-0.111948553254191,-0.00944570959303463,0.0583805789486445
-0.11543704147287,-0.113414672665479,-0.0195347156516355,0.535085815228036,-0.021602015267753,0.348613060603452,-0.00113647512101111,-0.103062390691044,-0.0148253884639102,0.0634703714483848
0.164607087129627,-0.25504933022882,-0.0235800975264122,0.502117565657279,-0.0390528347014508,0.401245983406367,-0.00850332501884661,-0.120332885135395,0.00646128955238645,0.0739166595755752
-0.150385177327582,-0.216573023764073,0.0258520501300284,0.541524533727976,0.067162549436265,0.395589541819275,-0.0168414823126262,-0.111071124700281,-0.000598847781256051,0.0455435579207947
-0.227879860972071,-0.0929829295892766,-0.0572834408036677,0.542138150504035,0.00353884038582751,0.391017764520404,-0.00849107334953358,-0.110336367653079,-0.00406956147984235,0.0547001259846565
0.0870784373814893,-0.224786322299623,0.0580605779792117,0.464975555396291,-0.0118251917041486,0.40509022935208,0.0092843994611732,-0.111523294841098,-0.0154522801762853,0.0607822533836213
0.106227033375626,-0.371135631080443,0.0510759950057533,0.531135870792314,-0.0119292347104135,0.406445145128356,-0.0277329981118255,-0.129003226021513,-0.0137260063489107,0.0447353735978018
-0.0718630679626436,-0.325098587834738,0.13361273702661,0.558539545892119,0.0234452316305233,0.399171387315671,-0.0107935839481571,-0.100888648764935,-0.0016266568973309,0.0685050846238411
-0.167618805023618,-0.320162296625367,0.0239179555374728,0.54838665398357,-0.0328884717267613,0.366268281644601,0.0282982892879066,-0.121712930559802,-0.00592274028431529,0.0425971911326224
0.229177966773239,-0.231143170777246,-0.0185858011915331,0.467186263884082,0.00154565233347798,0.393486221502755,0.00429904726230793,-0.10559215854808,0.00116533988535034,0.0474739032624645
0.26782633848552,-0.192425067339223,0.078033406264224,0.492209998940923,0.0287673035505646,0.399259908014184,-0.0092040097600623,-0.104480583768692,-0.0176883099629138,0.0559019224371517
-0.0855856505003912,-0.115550792986077,0.00540905545260504,0.553791362885345,0.0175172657058824,0.395162953214129,-0.0259244467515591,-0.119003199705258,-0.0133445091667749,0.0532395372537237
0.0306074765652618,-0.039558156873528,0.00994623752327854,0.50813222282045,-0.00588761113766397,0.376888290798282,0.00104363473781014,-0.105735487510287,-0.0120079464163975,0.0429518670375548
0.276461654821274,-0.410338835608063,0.0457026602932482,0.556096865267478,0.00467462490925015,0.394294966692916,-0.0100354785522996,-0.142039068160225,-0.00971733063429551,0.0474844180496953
0.146337783120899,-0.371187049030393,-0.129661041148706,0.523149124420264,-0.0169780726262298,0.3962170076512,-0.00304689947568062,-0.124786061895662,-0.000184504822986576,0.067066497489459
